customer_id,decision_date,tenure_months,age,spend_90d,transactions_90d,recency_days,digital_sessions_30d,merchant_diversity_90d,contacts_30d,complaints_180d,marketing_consent,lifecycle_segment,treatment,treatment_probability,treatment_name,converted_90d,future_spend_90d,gross_margin_90d,optout_90d,complaint_90d
36822,2026-03-01,111,50,683.02,11,3,4,5,1,0,1,ocasional,2,0.25,double_points,0,500.05,9.0,0,0
51480,2025-01-01,76,35,916.21,14,32,5,15,2,0,0,em_risco,2,0.25,double_points,0,612.47,11.02,0,0
52247,2025-11-01,40,62,606.29,11,46,5,13,2,0,0,em_risco,2,0.25,double_points,0,499.71,8.99,0,0
14091,2026-06-01,9,44,1524.19,10,9,7,5,1,1,1,ativo,3,0.25,installment,0,708.97,12.76,0,0
9283,2025-03-01,101,56,547.9,18,8,6,6,0,0,0,ocasional,1,0.25,cashback,0,386.29,6.95,0,0
77707,2025-08-01,57,18,310.31,15,14,3,8,1,1,1,ocasional,1,0.25,cashback,0,438.87,7.9,0,0
77239,2026-01-01,39,58,577.06,9,22,2,11,0,0,1,ocasional,0,0.25,no_contact,0,481.52,8.67,0,0
50131,2025-07-01,89,37,339.71,5,6,10,5,1,0,1,ocasional,1,0.25,cashback,0,208.56,3.75,0,0
72917,2026-01-01,10,31,300.45,15,16,8,9,0,0,1,ocasional,3,0.25,installment,0,461.28,8.3,0,0
66038,2025-09-01,112,35,668.49,9,2,2,6,0,0,1,ocasional,1,0.25,cashback,0,176.13,3.17,0,0
11696,2025-04-01,32,21,630.63,11,28,5,6,1,0,1,ocasional,3,0.25,installment,0,503.33,9.06,0,0
12733,2025-12-01,11,63,267.35,4,48,5,9,2,1,1,em_risco,1,0.25,cashback,0,258.18,4.65,0,0
67420,2025-08-01,12,50,639.43,10,11,7,5,3,1,1,ocasional,0,0.25,no_contact,0,370.88,6.68,0,0
38981,2026-03-01,23,37,387.61,9,37,3,11,0,0,1,em_risco,3,0.25,installment,0,463.23,8.34,0,0
26919,2025-01-01,64,52,662.63,12,3,6,11,1,0,1,ocasional,2,0.25,double_points,0,647.55,11.66,0,0
44114,2026-06-01,93,35,1014.59,12,40,4,11,0,0,0,em_risco,2,0.25,double_points,0,764.5,13.76,0,0
572,2025-08-01,88,39,202.23,12,1,6,7,1,0,1,ocasional,1,0.25,cashback,0,337.63,6.08,0,0
70953,2025-07-01,35,37,416.96,10,67,6,1,1,0,0,em_risco,0,0.25,no_contact,0,536.75,9.66,0,0
33000,2025-05-01,12,32,790.64,14,9,6,8,1,1,1,ativo,0,0.25,no_contact,0,837.81,15.08,0,0
43682,2026-02-01,110,60,1967.04,5,2,2,13,2,0,1,ativo,0,0.25,no_contact,0,898.16,16.17,0,0
77283,2025-06-01,44,42,386.46,14,31,5,13,2,0,0,em_risco,2,0.25,double_points,1,829.03,14.92,0,0
72806,2025-01-01,1,37,602.28,17,18,4,10,3,1,1,novo,0,0.25,no_contact,0,373.22,6.72,0,0
61973,2025-10-01,33,41,406.93,17,63,6,11,0,0,1,em_risco,3,0.25,installment,0,283.03,5.09,0,0
20140,2025-02-01,1,45,113.19,9,15,11,14,0,0,0,novo,3,0.25,installment,1,687.85,12.38,0,0
78594,2026-02-01,74,59,539.89,20,40,2,7,1,0,1,em_risco,0,0.25,no_contact,0,510.08,9.18,0,0
46133,2025-01-01,63,32,579.71,15,96,2,7,2,0,1,inativo,2,0.25,double_points,0,487.76,8.78,0,0
47053,2025-09-01,100,39,1645.52,18,59,6,8,0,0,1,em_risco,0,0.25,no_contact,0,1177.15,21.19,0,0
17250,2025-07-01,70,30,364.46,9,23,3,3,1,0,1,ocasional,1,0.25,cashback,0,416.37,7.49,0,0
78779,2026-04-01,107,52,1854.23,8,35,7,6,0,0,1,em_risco,1,0.25,cashback,0,1091.4,19.65,0,0
25629,2026-04-01,62,49,275.22,8,1,8,13,0,0,1,ocasional,1,0.25,cashback,1,652.93,11.75,0,0
18752,2025-04-01,92,50,2613.94,8,22,9,6,0,0,1,ativo,3,0.25,installment,0,1549.13,27.88,0,0
55008,2026-03-01,5,43,123.53,11,2,9,14,1,0,0,ocasional,1,0.25,cashback,0,277.75,5.0,0,0
78828,2026-06-01,46,50,1113.6,12,35,5,5,0,0,0,em_risco,2,0.25,double_points,0,475.97,8.57,0,0
29263,2026-03-01,70,53,832.53,8,5,6,15,2,0,1,ativo,2,0.25,double_points,0,559.12,10.06,0,0
70057,2026-06-01,105,42,1716.26,8,25,3,14,0,0,1,ativo,0,0.25,no_contact,0,1199.66,21.59,0,0
8070,2025-03-01,3,57,174.58,16,89,3,7,2,0,1,novo,2,0.25,double_points,0,526.15,9.47,0,0
30749,2026-04-01,7,65,1876.85,16,136,10,14,2,0,1,inativo,3,0.25,installment,0,1141.33,20.54,0,0
70199,2025-05-01,23,52,1182.69,18,17,4,6,1,0,1,ativo,1,0.25,cashback,0,986.37,17.75,0,0
25866,2025-09-01,89,35,516.57,11,15,8,2,1,0,1,ocasional,2,0.25,double_points,0,231.27,4.16,0,0
2350,2025-10-01,16,37,519.38,15,1,4,2,4,0,1,ocasional,3,0.25,installment,0,347.92,6.26,0,0
30305,2025-03-01,35,31,1521.51,10,29,5,9,0,0,1,ativo,0,0.25,no_contact,0,1071.61,19.29,0,0
79410,2025-05-01,56,48,993.04,10,10,4,2,3,0,1,ativo,0,0.25,no_contact,0,560.35,10.09,0,0
70297,2025-04-01,53,27,467.2,13,15,3,3,2,0,1,ocasional,3,0.25,installment,0,379.05,6.82,0,0
59694,2025-08-01,1,68,203.93,11,18,4,6,1,0,1,novo,1,0.25,cashback,0,292.19,5.26,0,0
26700,2026-02-01,84,44,1358.6,10,8,3,13,5,1,1,ativo,1,0.25,cashback,0,690.49,12.43,0,1
28211,2025-04-01,58,66,1083.73,10,1,7,2,0,0,1,ativo,0,0.25,no_contact,0,586.05,10.55,0,0
58581,2026-02-01,11,61,488.64,10,26,6,1,3,0,1,ocasional,2,0.25,double_points,0,283.26,5.1,1,0
44386,2025-01-01,27,31,1755.53,8,33,3,4,2,0,1,em_risco,0,0.25,no_contact,1,946.08,17.03,0,0
33788,2025-04-01,119,54,1316.69,13,44,7,13,1,0,1,em_risco,1,0.25,cashback,0,796.64,14.34,0,0
58971,2026-02-01,112,51,410.45,3,1,4,4,4,0,1,ocasional,3,0.25,installment,0,192.5,3.46,0,0
57596,2025-06-01,21,45,188.63,14,3,4,12,1,0,1,ocasional,0,0.25,no_contact,0,538.85,9.7,0,0
49740,2025-05-01,52,43,459.55,18,13,4,11,4,0,1,ocasional,2,0.25,double_points,0,430.21,7.74,0,0
62104,2026-01-01,8,44,293.13,16,22,7,4,0,0,1,ocasional,1,0.25,cashback,0,385.85,6.95,0,0
9365,2025-07-01,60,51,896.67,11,7,5,12,1,0,0,ativo,1,0.25,cashback,0,691.09,12.44,0,0
14770,2025-03-01,12,31,1075.21,10,1,3,3,1,0,1,ativo,3,0.25,installment,0,657.72,11.84,0,0
43318,2025-12-01,46,25,330.65,17,36,5,11,3,0,1,em_risco,3,0.25,installment,0,333.5,6.0,0,0
25395,2025-07-01,48,26,569.54,19,54,8,6,2,0,1,em_risco,0,0.25,no_contact,0,621.04,11.18,0,0
58960,2026-02-01,93,43,1122.25,11,7,9,12,1,1,1,ativo,2,0.25,double_points,0,750.41,13.51,0,0
54086,2025-07-01,118,46,1400.66,12,17,4,6,3,0,0,ativo,0,0.25,no_contact,0,735.21,13.23,0,0
53375,2026-01-01,91,48,1956.13,12,7,2,10,2,1,1,ativo,0,0.25,no_contact,0,1141.23,20.54,0,0
48078,2026-04-01,2,25,660.27,13,4,3,6,3,0,0,novo,0,0.25,no_contact,0,747.39,13.45,0,0
25937,2025-07-01,101,68,536.4,13,2,6,2,2,0,1,ocasional,1,0.25,cashback,0,491.87,8.85,0,0
50869,2025-10-01,22,18,314.64,15,9,2,12,0,0,1,ocasional,3,0.25,installment,0,462.85,8.33,0,0
4728,2026-04-01,41,34,225.6,14,23,4,6,1,0,1,ocasional,1,0.25,cashback,0,126.35,2.27,0,0
55774,2025-10-01,53,32,842.38,19,82,6,1,1,0,1,em_risco,2,0.25,double_points,1,1165.2,20.97,0,0
52299,2025-12-01,36,48,706.84,13,17,9,8,0,0,1,ativo,1,0.25,cashback,0,287.52,5.18,0,0
3130,2026-03-01,73,59,763.07,23,10,4,7,1,0,1,ativo,3,0.25,installment,0,786.33,14.15,0,0
32753,2025-10-01,119,56,323.93,14,43,5,13,0,0,1,em_risco,3,0.25,installment,0,523.16,9.42,0,0
26882,2026-03-01,10,42,964.39,9,41,7,6,2,0,1,em_risco,1,0.25,cashback,1,975.78,17.56,0,0
19429,2026-01-01,21,47,910.55,9,14,4,5,2,0,1,ativo,1,0.25,cashback,0,505.58,9.1,0,0
42527,2025-05-01,47,41,518.09,9,11,4,14,0,0,1,ocasional,3,0.25,installment,1,919.26,16.55,0,0
38671,2025-11-01,59,29,528.18,12,59,7,6,1,0,1,em_risco,2,0.25,double_points,0,401.36,7.22,0,0
56790,2026-02-01,20,36,563.25,10,29,6,9,1,1,1,ocasional,0,0.25,no_contact,1,684.6,12.32,0,0
19266,2025-05-01,85,18,2172.93,13,5,2,11,0,0,0,ativo,1,0.25,cashback,0,1094.87,19.71,0,0
48544,2025-05-01,29,55,1285.3,10,21,6,2,2,1,1,ativo,3,0.25,installment,0,695.33,12.52,0,0
61742,2025-06-01,93,62,203.99,13,5,2,14,0,0,1,ocasional,1,0.25,cashback,0,44.37,0.8,0,0
55965,2026-01-01,80,39,563.02,11,9,4,6,2,1,1,ocasional,0,0.25,no_contact,0,385.96,6.95,0,0
60555,2025-12-01,111,30,775.4,7,33,6,13,2,0,1,em_risco,3,0.25,installment,0,389.61,7.01,0,0
61312,2026-04-01,117,51,1038.37,8,4,6,3,0,0,1,ativo,1,0.25,cashback,0,575.15,10.35,0,0
60371,2025-11-01,16,32,297.74,13,1,5,5,1,0,1,ocasional,3,0.25,installment,0,337.91,6.08,0,0
7421,2026-01-01,27,50,1562.64,14,33,5,6,0,0,0,em_risco,2,0.25,double_points,0,1071.66,19.29,0,0
78508,2026-04-01,20,37,2726.25,7,1,2,15,2,0,0,ativo,0,0.25,no_contact,0,1317.62,23.72,0,0
39961,2026-06-01,79,50,613.78,16,1,9,3,3,1,1,ocasional,0,0.25,no_contact,0,493.4,8.88,0,0
16641,2026-06-01,72,24,412.78,5,9,8,2,0,0,1,ocasional,3,0.25,installment,0,550.81,9.91,0,0
15388,2025-05-01,25,43,1490.07,9,8,1,15,1,0,1,ativo,1,0.25,cashback,0,827.12,14.89,0,0
49240,2025-07-01,31,29,726.53,20,8,2,11,2,0,1,ativo,0,0.25,no_contact,0,666.62,12.0,0,0
70353,2026-01-01,28,45,1199.53,17,38,4,2,2,1,1,em_risco,2,0.25,double_points,0,847.24,15.25,0,0
72787,2025-08-01,63,30,733.88,17,18,4,11,0,0,1,ativo,0,0.25,no_contact,0,650.27,11.7,0,0
39933,2026-02-01,119,46,1605.12,7,9,2,2,0,0,1,ativo,2,0.25,double_points,1,1014.8,18.27,0,0
3957,2025-10-01,45,33,554.39,17,40,4,7,2,0,1,em_risco,0,0.25,no_contact,1,582.39,10.48,0,0
14035,2025-10-01,44,39,847.05,13,36,5,2,3,0,0,em_risco,3,0.25,installment,0,655.67,11.8,0,0
78099,2025-02-01,64,66,1533.01,12,10,5,13,4,0,1,ativo,0,0.25,no_contact,0,1005.76,18.1,0,0
17273,2025-12-01,51,39,570.57,16,35,1,12,0,0,0,em_risco,2,0.25,double_points,0,646.94,11.64,0,0
32413,2025-10-01,89,37,159.0,19,19,2,11,3,0,1,ocasional,2,0.25,double_points,0,341.6,6.15,0,0
10990,2026-04-01,92,40,665.49,10,58,4,5,2,0,1,em_risco,0,0.25,no_contact,0,455.44,8.2,0,0
54832,2026-04-01,110,23,386.54,12,26,6,10,0,0,1,ocasional,0,0.25,no_contact,0,393.78,7.09,0,0
69109,2026-06-01,44,39,862.13,13,2,5,10,1,0,0,ativo,3,0.25,installment,0,841.7,15.15,0,0
63356,2026-01-01,117,32,1016.27,7,9,6,2,1,0,1,ativo,3,0.25,installment,1,808.25,14.55,0,0
27919,2026-05-01,69,18,123.24,14,59,4,3,1,0,1,em_risco,2,0.25,double_points,0,269.33,4.85,0,0
61153,2025-03-01,48,29,1353.24,6,36,2,7,1,0,1,em_risco,3,0.25,installment,0,817.23,14.71,0,0
42374,2026-02-01,52,29,505.02,16,6,12,6,3,0,1,ocasional,3,0.25,installment,0,341.27,6.14,0,0
65328,2025-09-01,96,53,420.5,10,5,1,9,1,0,1,ocasional,1,0.25,cashback,1,604.79,10.89,0,0
7024,2026-01-01,17,23,824.16,11,61,6,13,2,0,1,em_risco,3,0.25,installment,0,519.2,9.35,0,0
60716,2025-01-01,110,48,377.07,11,18,6,12,0,0,1,ocasional,3,0.25,installment,0,329.19,5.93,0,0
16248,2025-04-01,102,38,950.58,9,1,4,12,0,0,1,ativo,2,0.25,double_points,0,750.49,13.51,0,0
49664,2025-03-01,98,50,547.78,9,7,5,7,0,0,1,ocasional,3,0.25,installment,0,410.55,7.39,0,0
17562,2025-11-01,86,39,578.53,16,6,6,13,1,0,1,ocasional,1,0.25,cashback,0,607.49,10.93,0,0
58490,2026-03-01,94,51,480.69,17,6,4,13,1,0,1,ocasional,0,0.25,no_contact,0,368.78,6.64,0,0
53602,2026-05-01,48,52,313.41,15,8,4,1,0,0,1,ocasional,3,0.25,installment,0,383.5,6.9,0,0
60917,2025-08-01,59,21,826.28,13,36,7,4,0,1,1,em_risco,1,0.25,cashback,0,575.59,10.36,0,0
68280,2025-02-01,64,21,1627.64,14,4,4,7,0,0,1,ativo,0,0.25,no_contact,0,1057.75,19.04,0,0
72602,2025-04-01,100,63,366.08,12,38,2,15,2,0,1,em_risco,0,0.25,no_contact,1,414.08,7.45,0,0
73161,2025-08-01,94,38,624.68,11,22,5,6,2,0,1,ocasional,3,0.25,installment,0,701.86,12.63,0,0
17016,2025-05-01,86,30,964.3,12,26,6,5,0,0,1,ativo,2,0.25,double_points,0,706.0,12.71,0,0
46492,2026-05-01,30,60,465.24,15,12,4,4,0,0,0,ocasional,2,0.25,double_points,0,140.75,2.53,0,0
28809,2025-05-01,40,38,733.6,9,18,7,8,4,0,0,ativo,2,0.25,double_points,0,405.87,7.31,0,0
13004,2025-06-01,49,40,908.06,9,4,4,13,0,0,1,ativo,1,0.25,cashback,0,463.71,8.35,0,0
52081,2026-02-01,108,43,1728.52,8,24,6,7,1,0,1,ativo,2,0.25,double_points,1,1310.29,23.59,0,0
6002,2026-03-01,4,21,326.79,6,26,5,5,0,0,1,ocasional,0,0.25,no_contact,0,252.24,4.54,0,0
75428,2025-10-01,53,38,569.42,8,59,6,10,3,0,1,em_risco,2,0.25,double_points,0,479.33,8.63,0,0
63528,2026-02-01,93,18,1523.34,16,35,1,9,2,0,0,em_risco,1,0.25,cashback,0,726.41,13.08,0,0
19565,2025-07-01,24,43,682.18,12,8,4,14,3,0,1,ocasional,3,0.25,installment,0,331.32,5.96,0,0
65716,2026-04-01,111,51,199.31,15,17,4,9,2,0,1,ocasional,2,0.25,double_points,0,474.79,8.55,0,0
23722,2026-06-01,94,49,1332.09,13,25,4,15,1,0,1,ativo,2,0.25,double_points,0,899.8,16.2,0,0
55147,2026-06-01,73,37,815.03,13,48,7,15,2,0,1,em_risco,0,0.25,no_contact,0,727.14,13.09,0,0
47386,2025-10-01,25,43,379.35,10,130,6,4,2,0,1,inativo,0,0.25,no_contact,0,409.75,7.38,0,0
21848,2025-07-01,68,59,452.0,9,35,4,9,1,0,1,em_risco,3,0.25,installment,0,391.28,7.04,0,0
7115,2025-10-01,101,18,1262.79,11,3,5,2,2,0,1,ativo,2,0.25,double_points,0,1011.02,18.2,0,0
5132,2025-08-01,71,37,186.55,15,27,5,7,4,0,1,ocasional,0,0.25,no_contact,0,380.83,6.85,0,0
76086,2025-03-01,39,29,683.76,20,22,7,4,1,0,1,ocasional,3,0.25,installment,0,689.88,12.42,0,0
39525,2026-04-01,109,28,1326.35,12,5,3,12,2,0,1,ativo,2,0.25,double_points,0,522.31,9.4,0,0
39634,2025-06-01,2,43,1613.54,14,10,4,2,2,0,1,novo,1,0.25,cashback,0,1210.17,21.78,0,0
45946,2025-12-01,111,59,1168.49,7,14,4,1,1,0,1,ativo,2,0.25,double_points,0,518.25,9.33,0,0
8771,2025-10-01,31,36,260.08,19,41,1,2,2,0,1,em_risco,3,0.25,installment,0,321.96,5.8,0,0
73409,2026-05-01,34,27,990.64,9,17,4,15,4,1,1,ativo,3,0.25,installment,0,556.73,10.02,0,0
70428,2025-02-01,116,39,1031.86,10,49,2,2,0,0,1,em_risco,3,0.25,installment,0,828.88,14.92,0,0
38917,2026-04-01,102,34,236.75,8,4,6,3,2,1,1,ocasional,3,0.25,installment,0,0.0,0.0,0,0
70982,2025-11-01,40,44,100.54,14,1,2,5,2,0,1,ocasional,3,0.25,installment,0,362.41,6.52,0,0
5009,2026-01-01,86,49,510.06,8,43,4,10,0,0,1,em_risco,3,0.25,installment,1,848.18,15.27,0,0
29934,2026-02-01,85,36,983.74,17,7,5,1,3,1,1,ativo,0,0.25,no_contact,0,706.35,12.71,0,0
79782,2025-11-01,50,46,550.98,7,18,6,4,0,0,1,ocasional,3,0.25,installment,0,379.32,6.83,0,0
72861,2025-05-01,107,43,1366.61,15,28,5,6,1,0,1,ativo,1,0.25,cashback,0,658.02,11.84,0,0
17319,2026-04-01,71,26,374.85,15,19,5,2,3,0,1,ocasional,0,0.25,no_contact,0,327.45,5.89,0,0
5210,2025-01-01,70,36,810.84,17,4,4,8,0,0,1,ativo,3,0.25,installment,0,683.26,12.3,0,0
2654,2025-07-01,45,33,459.74,10,7,4,1,2,0,1,ocasional,3,0.25,installment,0,855.65,15.4,0,0
77576,2025-08-01,37,36,692.14,9,38,5,10,0,0,1,em_risco,1,0.25,cashback,0,390.91,7.04,0,0
5023,2026-01-01,22,38,472.16,9,24,3,2,0,1,1,ocasional,2,0.25,double_points,0,626.23,11.27,0,0
13876,2025-11-01,2,40,1275.19,15,34,3,9,5,0,1,novo,3,0.25,installment,0,592.56,10.67,0,0
33431,2025-10-01,50,41,490.33,17,12,4,8,0,0,0,ocasional,1,0.25,cashback,0,574.96,10.35,0,0
42103,2026-02-01,106,27,822.53,16,34,5,8,1,0,1,em_risco,1,0.25,cashback,1,1050.86,18.92,0,0
73403,2025-05-01,30,31,1214.21,17,1,5,3,1,0,1,ativo,1,0.25,cashback,1,1167.33,21.01,0,0
36437,2025-09-01,96,38,395.66,17,66,1,15,1,0,1,em_risco,1,0.25,cashback,0,526.44,9.48,0,0
79232,2025-04-01,66,40,1373.04,12,5,6,7,0,0,0,ativo,1,0.25,cashback,1,900.16,16.2,0,0
14760,2025-07-01,70,34,496.95,18,56,2,13,1,0,1,em_risco,1,0.25,cashback,0,510.32,9.19,0,0
6922,2025-09-01,90,40,1039.77,14,130,3,15,2,0,1,inativo,0,0.25,no_contact,0,820.8,14.77,0,0
55640,2025-07-01,104,54,1108.95,21,68,6,13,0,0,1,em_risco,3,0.25,installment,1,1181.1,21.26,1,0
36086,2025-11-01,45,18,2581.92,12,28,4,10,3,0,1,ativo,0,0.25,no_contact,0,1355.0,24.39,0,0
77199,2025-11-01,100,29,1598.65,14,10,8,5,1,0,1,ativo,3,0.25,installment,0,1054.22,18.98,0,0
73630,2025-06-01,99,49,211.33,9,8,3,15,0,0,1,ocasional,3,0.25,installment,0,365.66,6.58,0,0
60017,2026-01-01,46,45,1589.16,8,10,4,11,2,0,1,ativo,2,0.25,double_points,0,791.87,14.25,0,0
14492,2026-06-01,63,24,501.82,9,2,3,8,1,0,1,ocasional,0,0.25,no_contact,0,321.98,5.8,0,0
75508,2026-04-01,19,49,637.46,9,62,6,10,0,0,0,em_risco,1,0.25,cashback,0,683.75,12.31,0,0
35910,2026-06-01,2,43,495.57,10,43,5,10,0,0,1,novo,1,0.25,cashback,0,381.36,6.86,0,0
28667,2025-12-01,63,41,1499.97,8,17,3,1,1,1,1,ativo,1,0.25,cashback,0,677.68,12.2,0,0
51604,2026-01-01,70,33,212.52,16,15,5,14,1,0,1,ocasional,0,0.25,no_contact,0,231.46,4.17,0,0
2288,2026-03-01,99,42,509.26,14,48,1,4,2,0,1,em_risco,2,0.25,double_points,0,428.91,7.72,0,0
63523,2025-07-01,2,27,202.81,12,6,7,9,1,0,0,novo,3,0.25,installment,0,313.69,5.65,0,0
48370,2025-02-01,40,25,1797.1,7,3,7,3,2,1,0,ativo,1,0.25,cashback,1,1232.91,22.19,0,0
36768,2025-11-01,116,49,769.75,12,6,2,8,1,0,1,ativo,2,0.25,double_points,1,737.14,13.27,0,0
42481,2025-02-01,72,40,2654.69,10,42,8,8,2,1,0,em_risco,3,0.25,installment,0,1458.99,26.26,0,0
58978,2025-08-01,95,25,68.3,16,35,6,11,1,0,0,em_risco,3,0.25,installment,0,381.04,6.86,0,0
72937,2025-08-01,45,40,1690.95,9,22,3,8,0,0,1,ativo,0,0.25,no_contact,0,986.78,17.76,0,0
54610,2025-02-01,84,32,382.26,8,27,5,7,1,0,1,ocasional,1,0.25,cashback,0,90.67,1.63,0,0
63037,2025-03-01,112,40,435.24,14,11,5,6,1,1,1,ocasional,2,0.25,double_points,0,248.42,4.47,0,0
35439,2026-06-01,8,50,97.43,8,20,6,3,1,0,0,ocasional,1,0.25,cashback,0,189.91,3.42,0,0
41328,2025-05-01,7,44,791.69,7,34,4,1,1,0,1,em_risco,2,0.25,double_points,0,479.12,8.62,0,0
41909,2026-05-01,32,40,1027.99,13,18,2,1,2,0,1,ativo,1,0.25,cashback,0,735.59,13.24,0,0
52010,2025-12-01,33,28,397.15,12,5,6,6,3,0,0,ocasional,2,0.25,double_points,0,517.63,9.32,0,0
50908,2025-04-01,31,27,1365.1,13,30,8,6,1,0,1,ativo,2,0.25,double_points,1,974.33,17.54,0,0
32177,2025-03-01,54,32,2865.39,12,9,8,10,0,0,1,ativo,0,0.25,no_contact,1,1622.37,29.2,0,0
44892,2025-05-01,88,52,379.58,14,12,5,13,2,1,1,ocasional,3,0.25,installment,0,442.37,7.96,0,0
71428,2025-06-01,110,42,915.28,18,3,3,5,0,0,1,ativo,3,0.25,installment,0,487.91,8.78,0,0
52843,2025-11-01,34,39,1456.42,15,17,2,3,2,0,1,ativo,1,0.25,cashback,0,959.44,17.27,0,0
53856,2025-01-01,79,53,1565.04,11,1,5,11,1,0,1,ativo,3,0.25,installment,0,1122.13,20.2,0,0
